"","batter","PA_2021","PA_2022","PA_2023","Total_PA"
"709","86bcae85b42e4632b6b1167f62009ae645bfc8f7",5,NA,NA,5
"710","86cf628e1112a181be4611a389056a599ecd4c63",18,NA,NA,18
"711","86eea80678fa86ded9f82ddee11e168abbb059f7",1,NA,NA,1
"712","875be6a8f72ffd17b4c0eecc36f80c8abe19913d",NA,441,538,979
"713","875eeca87c6f80182a88c2a7b92c048b9e10b5e5",104,NA,NA,104
"714","87758f0175a131b8836b7c378aad170e3c379671",271,404,425,1100
"715","87ca657490379e57023509f386c3345a0d0ea93f",25,NA,NA,25
"716","8827b470bf94e8b5571254ef073b73c2408faa02",NA,61,329,390
"717","8834d134e135e1ea1915b5d3733e30232e3b9d09",550,508,352,1410
"718","886d88cfb015796450723c53c2d9d0ed7e757a36",378,181,411,970
"719","88a241e142df6a547f9188eb81f5c2ea8f7adabb",270,124,1,395
"720","88c3fb65b5920f24c35ab0e5af0e63dfee325694",NA,171,330,501
"721","88f801cfbb1b3eb6a4c2ad25f0e7455ed24ec0e4",NA,14,NA,14
"722","8909a1d849c739edc440f927176f44f115d56215",359,472,157,988
"723","890d67add2583db4829420c56ef54e478ab712fa",381,NA,NA,381
"724","893b400f9a9431d20a387e79c0e848f58bc4600a",NA,3,NA,3
"725","89867c611e3d19353f81da7951f84db1bf5d3045",32,NA,NA,32
"726","8a08ce5d05e0465063d79ef1f4d943a508e6ab9a",3,NA,NA,3
"727","8a9d3a81efbfa92d784cbbed0fa0da7160945dbc",179,117,55,351
"728","8aa7eb1e7b944c452da918f68cd353e5d1006bfb",4,NA,NA,4
"729","8aa9e1d68032a79c4081bd1a45ef0ec2a654f7d8",40,NA,NA,40
"730","8afd16f224ac81d419520b3a9113b4fccacd2bdd",34,NA,NA,34
"731","8b04fa5301010f7ed5a77b2a440de2e1019359f7",2,NA,NA,2
"732","8b56a85ee94ae8780f6ded359e6dfe292bacf2f3",469,555,616,1640
"733","8b6ab46ea4fc59c10d45397e895b2cc98c78d03d",4,NA,NA,4
"734","8bd7aca31aca3f9dea95888e3c5585ce9ca573f2",37,NA,NA,37
"735","8c17e8a7773b0425a915a91dfb424ca0db361135",6,NA,NA,6
"736","8c1ce164c9c2f88827df8e1c1ac13dcb77721697",263,381,361,1005
"737","8c6225f4d65d2c7f53ac99f03ac9462b6ed219c2",38,122,125,285
"738","8c7037e5fcbeb54c8b80309257a7eb4d17cde185",2,NA,NA,2
"739","8c707a0fdf914da1f3a352d37ca3cefbe3095e6b",1,NA,NA,1
"740","8c73f6cd68b778eafe43675872c8fb1990a7505b",623,621,583,1827
"741","8c90f794369f465ee58444ff53b647da2dcc4d69",NA,NA,129,129
"742","8cb0077cfb3e22ea21306da0bccccd6780395e82",6,NA,NA,6
"743","8cfe88c0f00c7ff66d1db6863c7758e1fcbeef95",37,253,NA,290
"744","8d2046fcc57abbb3c26c8f35be215bb61d0df58b",NA,557,706,1263
"745","8d49a970bf227895eebeb708bcd5e54c2d11c577",6,NA,NA,6
"746","8d52463bd475d8e5e5858e95f058f473a3a875ba",162,69,17,248
"747","8d5fa26e75d233f2a4a8179fd778281b12a94445",442,549,228,1219
"748","8d8e84cd258ba3184b3ffa45b5a15c2ba38bea51",88,234,532,854
"749","8dadfe6150b40bec49e070d2e57d3ab5d77aed67",132,1,NA,133
"750","8e279ef4dafa65d4db8b0d74ae3db9a34e513259",72,72,407,551
"751","8e7a2aaf51e0be60f020520d8fba28de7666a2ee",NA,21,NA,21
"752","8f207761a5d661092d192327d82b31fffb03520c",497,574,552,1623
"753","8f32367c24170f9bcb60d681e3b8b46c3d512a43",21,NA,NA,21
"754","8fbb14aeace75af8a3660d5b9579886cde9bea53",2,NA,NA,2
"755","8fc15777ba7771d58f5b6315b8f94ebf01026c9d",34,241,325,600
"756","8fcaf91f08e35e99da1f6a7c5608b7784b2d30b9",NA,NA,64,64
"757","8fe5068677f925b38c5c2fd0db4d9d876a3eac57",538,556,600,1694
"758","8ffc12422baf26cf276c1b0f0ad92fa8121b841a",3,NA,NA,3
"759","9059a5a840a42c6451c38c4e4f175157c3776499",NA,44,454,498
"760","90a070907f17653e0a17503e68f64bd202a11dcd",18,NA,NA,18
"761","911969f42ed79b91bf1af292e701c08467492010",5,NA,NA,5
"762","911c1207c6750d3cadff20ce7f8a4bbbb8b30c1d",40,1,NA,41
"763","913da07ac6083c646f98219a1b1cca83f3860112",32,NA,NA,32
"764","91ab8ec137cd8cbd6baf9ee89fc9aeb62ded3da7",595,599,625,1819
"765","91d6f8297a61343c126056e697a96916e24906b2",516,573,671,1760
"766","91ef250e37a6e9dd6860b88ffaa44d8927c2dabf",588,147,21,756
"767","921aa36e5e43f774ff388b56c9a22b687e75fc35",70,NA,NA,70
"768","929edab2a8d29837776c3f50bea0d3f72d3a49cc",149,415,567,1131
"769","92b39f1799425a345e062289fe6ff65945d0406d",1,NA,NA,1
"770","92cf5731973c01a7e48b22d0d84293dde2d9c0d8",1,NA,NA,1
"771","92d40aa16ee14bbb2fcec72a180779d0f4a3882a",341,584,682,1607
"772","92dc6059c836b1d56350ffa0b2e5a8d40eaf2b99",46,NA,NA,46
"773","92eb85330143dabdef25eb574579317b17f58c66",NA,167,187,354
"774","93123491a7701d0fef837ee5c438e5326285427e",331,369,136,836
"775","9393c8b0d21719becbb43d4bd46ce8065d9376b5",NA,36,NA,36
"776","93bdefe564da37d9e3673aa52efa1d597ef357c2",50,177,220,447
"777","94022225059b4f47a16c740d3ca9dfab8f6796cf",NA,71,NA,71
"778","94031e55e26ae3374eedd6291d8c2fb31b4db61f",264,247,378,889
"779","9422da9471971c7d63c811846a1b705e6326265e",1,NA,NA,1
"780","942f426d540867cd8b15c9601bc5128908d8b6bc",289,NA,NA,289
"781","946e08c0ab2e891f0ab09ae41565b4cad912cedc",124,47,149,320
"782","949299bedcc324635a1b36cfe3a0576f2998dce8",NA,59,12,71
"783","95236b4fd750bc6b34a37f3d6a42a85248e61f38",NA,25,NA,25
"784","9565cd503b046a419eae279ea75df9fe4bab5cfb",12,NA,NA,12
"785","96174218b30a843dc7df8cc053890b96e83ca9b9",2,NA,NA,2
"786","9629bb0fd4ba8f090f503488e7f867404b285fb4",15,NA,NA,15
"787","9670df799799c7b799a7004f69d85f626799256c",522,705,685,1912
"788","96b9f488580e1168ea73abcaf596b68f832837ac",NA,NA,21,21
"789","96d173cc60387c102f2e79c0c3f995ec87114b33",661,696,713,2070
"790","9704d821131f5f3bf72417dd72fed844bfbf1d3f",30,NA,NA,30
"791","974da7ca998a53fab667e1da02118395998bc787",1,NA,NA,1
"792","975ee6226b2a5fd9aeea15763b119ce7e00a26df",362,434,435,1231
"793","97864bd4db7076b4cffb32c072171dbf26e54789",NA,NA,165,165
"794","97a644a09672c8e47ec21218e79e175bd69513ed",39,NA,NA,39
"795","97cd9d4df67903746bd5b03328d6d4361e15c566",1,NA,NA,1
"796","97d4b328d1deaa01e03d9e002ca05b88c1f558fb",NA,4,NA,4
"797","97f7a1f1d6c0a539b27cbaf98b258ac56f901a3d",378,167,30,575
"798","9857b8daf8b6805100daad8635a094006a273738",30,NA,NA,30
"799","985d89be2ec7d4a5d9160a7d1d4a0cab6f2894e3",6,4,NA,10
"800","985df9c14f0ad348023bdf03c566a09fce121e37",NA,NA,205,205
"801","988248071ac6854ec1205b5a93b3f86f2b4aa8e2",2,NA,NA,2
"802","98bbd7845155dd969b1ea100f72d9acb2a6357bc",229,156,317,702
"803","98d39da4660a2c21dcf5392b2ab6833a816a209c",49,288,122,459
"804","9913abc66fc538f252a1e2fa25f2a4ed7281f71d",208,17,12,237
"805","9953eb87ac2126d387cfc6fd55270701d98eb164",NA,222,439,661
"806","9a0ad12d9f4c17d37679e7933146d5d9b9743fad",1,NA,NA,1
"807","9a1f22fde2e9d6e42948fb6776e9dc807aa9e7ad",NA,4,213,217
"808","9a4d7507b0eeaa7442b0844be58ebafc3d3e38e8",18,167,20,205
"809","9abf64a9b0f68285e596cfd52740aad7adc7107a",NA,NA,45,45
"810","9b52235d7b694738421b6c2ed9271edb04553492",602,305,576,1483
"811","9b6cc35e0e92b9434e3b5034c9fa66b507cc6928",56,NA,NA,56
"812","9b9fad3a6cc34d2070b2847bfb99a4de6cd99851",NA,NA,149,149
"813","9bb7691c5af12edd8f71f3045ed9f0c79c2e8142",132,NA,NA,132
"814","9c4413851a0f4ec032f2262e2734e464372d8661",247,194,185,626
"815","9c74a38201f1e385bc65b58efdb550f413a1f9b1",NA,22,47,69
"816","9c9042a648cc4c291bb50e605647207ca6198e52",145,163,54,362
"817","9c9403b1bb4663b2f8211ddc5ea1fbffdd12e2f4",NA,NA,108,108
"818","9ce7d8a2abb80aa52ddbf3118d4a37b127b2c034",294,236,336,866
"819","9d273c21e5938995493330a41bca1490d1216a28",NA,50,303,353
"820","9d2f2f6d4181ea6431e5501ed0ac8a88d97a3281",17,6,NA,23
"821","9d81a68a9bd269c880b643126cf65c46fbc53424",104,NA,NA,104
"822","9dc0903fd6704325b19057c6733c91c5f88904ef",NA,404,684,1088
"823","9deade90ff2e096dc2f802bbbc1447dda3883961",51,NA,NA,51
"824","9e4ab3f03f8c4417b3cc0c658427dec4ef21fa68",7,NA,NA,7
"825","9f0206bf0b19396411a36c413ed75a0a5d1d9abe",381,351,291,1023
"826","9f3083a9163c554b4819ad6a16aa66c05dcd23e3",NA,NA,101,101
"827","9f97eba0f0f065f43f3bae1fbc442de93be9cf41",2,NA,NA,2
"828","9fa0ca822af3b3c13f5f8cd4357aefbbfad6a5c4",NA,22,139,161
"829","a005eb90265f5f1aab9e88a48ec4d05f1568afea",163,161,342,666
"830","a01b77093fcc337dd6b0facb3ecaecaf60ff7c0c",8,85,NA,93
"831","a079504e3d24bdab22dc3d906f9373df6d2e0d73",36,NA,NA,36
"832","a0e33189718b08f6cb24133c4833a14ff1ff980b",12,NA,NA,12
"833","a12dfc1f655a970791e299576b3149268d46992c",285,450,500,1235
"834","a1639e7871881ef53f45c5a8c8e5a4d42dc73347",297,444,396,1137
"835","a179f0ff3993e330461d42b82a4341dc8352ef3d",2,NA,NA,2
"836","a191dd2bf4127c65de4ce45412b6c37ab99ff7d1",1,NA,NA,1
"837","a1da4de2954e5c911e9ff85b2361be2430721882",246,376,483,1105
"838","a2492466d4a5ab3f0b605db3ce867e966f605a0d",540,506,424,1470
"839","a262ec79e3b889c625f9afb5b5d29bd2cb43b737",NA,NA,34,34
"840","a28d972a945f563770f28a9fddcd0bea048d761b",321,408,457,1186
"841","a31ec46eb2c0f70981371bf166b15e9f4c94e364",4,NA,NA,4
"842","a33c78c2bb3985b85902bbf4e9293e9b4a1c145d",NA,51,294,345
"843","a361af09cd69dec795d850448e306d7dd3fc18ad",8,NA,NA,8
"844","a362813a343a35045066d9f3b54337164f71bf24",NA,124,30,154
"845","a38914d08a6bce0ecbc6501e3ed2cd89ed34ef02",131,86,292,509
"846","a3d16709d576cd417aa21db5fe63e79565dc0e67",54,235,NA,289
"847","a3ebad92341cbd9f898f20ef6c818ce1821913df",NA,96,499,595
"848","a3ef4621bad2179060c871a3bd87344f645d5bef",NA,93,419,512
"849","a41c10001c469496dcdfac999a14c380af44bb1b",2,NA,NA,2
"850","a4226052c7e0d04d4c9fdc737eada8c1d5d8e8ab",231,328,488,1047
"851","a452b63757e97e908baad6557a89b85f23f0357d",1,NA,NA,1
"852","a45fbcb3331ccf78609bc7b102f4a9c4166c99cd",108,135,19,262
"853","a4864a089093790ad08fbfae6330390834879633",NA,4,NA,4
"854","a4a4a9af570f051b4f4c7dd85cd48badef16d7aa",175,37,16,228
"855","a4b506ad554bf35ae6d966f8997b30554e28e967",323,247,209,779
"856","a540f5b1639f7c7d09108c6893fb30986b89c533",588,671,546,1805
"857","a564a07b0a14fac896fee84823537808e7c2b6f4",84,382,574,1040
"858","a5b5238dba0f5c6ff606427714695418db278a61",82,17,29,128
"859","a5f4979b97b2f61c5539cd206bdddf51c14e489e",1,NA,NA,1
"860","a60ee7a51235ffd74aad60511c621cd61a07dc65",533,562,537,1632
"861","a6550efd02c29f45ff7965866f098ec2b79c399e",575,506,151,1232
"862","a6bbacb02d96505560828f04be48efddcc783de5",140,259,6,405
"863","a6cf9590f619b2a322fa44f5628ae81d9eac26b9",160,NA,NA,160
"864","a6da60464d65325db2790e3249d7e40808b10134",NA,NA,44,44
"865","a6f7d8d0bc6a651cf224abaed2235f269a69af99",NA,NA,329,329
"866","a7303f4e8da8737691fc5803f2fcc1fba73b1c5f",NA,NA,34,34
"867","a772e9dc1c79afe8680f3d6ba2c5b611dcd8390d",378,472,NA,850
"868","a7ab335ba29a72bc194f77b694f23bd2eea9c4da",221,117,17,355
"869","a7e1cd05aba0f2ec8bc68de48032f74ef595db5f",NA,11,NA,11
"870","a8bb5bb25de0ae8cdcf2ead3b205f91e19453a23",583,181,334,1098
"871","a8bc5d972d9f4c0989ecec80cebd10d6d906b41e",127,451,311,889
"872","a9575a219e177b56f4550f5f8fa4f0d9e4a63524",224,212,200,636
"873","a9af7fd296a2b7c70d77fb936d21d92c0094a739",4,NA,NA,4
"874","a9b53974ac34cd7c03133051645ef424e81c3073",642,644,722,2008
"875","a9e0f366a5368bbf1833182a1b7648e48f0e66eb",NA,NA,31,31
"876","a9e535904018bbe69a8ec9efcee107ada25454eb",NA,NA,12,12
"877","aa2b5cec4c93c8c109ddc28e11a196a39ab1caaf",NA,131,45,176
"878","aa3d79f358afbee1f5c09c94dbabe17a75f0e319",2,NA,NA,2
"879","aa8f48170af8888d0c34eb83f563f16cf540ea52",181,171,NA,352
"880","aa8fc6498e64d483653ea6a5b72020a48f46863b",4,NA,NA,4
"881","aabf3e39315d7cd1df39df4ac9bd3c8b3dbf863d",526,505,340,1371
"882","aadc17b2a52938ab9120dc51b23aa7580a53e75f",1,NA,NA,1
"883","ab0cd1b594b0a41f4764e09cdd25c6a2f552896d",20,NA,NA,20
"884","ab8194b8601c80f1023c09fd6111d5e07559af5f",62,NA,NA,62
"885","abce054072df748db18a5586a593db91f17ac772",13,NA,NA,13
"886","ac6c219cda0fbffa9e7f8ee244d87a114e0d25f3",8,NA,NA,8
"887","ac6cd50fc5fcfe7d555d0399cea6b27655ecd48b",78,NA,NA,78
"888","acb8fb88563f556896704e7c130bcc4f9119978e",445,674,NA,1119
"889","acd318ec4e71a8767720c5f1b998bf0cdb6a0334",295,80,NA,375
"890","ad3c96b12eb524da639ce2a34c52cc10121452a5",33,NA,NA,33
"891","ad47930a680553ceaf66aa09cd1f54eb49131534",NA,169,NA,169
"892","ad9fffe6e5f822d9ee61fe0ee76bce420f15b799",437,471,268,1176
"893","adaf6b76ab504ed185c2d0571f6899784407a344",622,655,632,1909
"894","ae090ac7b421da3981f417983bf7cc75136411eb",470,666,625,1761
"895","ae4482e6eb66198561ebdd43c0912881ac682933",33,109,97,239
"896","ae4c097ec1b82467f39a289508fa1e2182a46e70",59,NA,NA,59
"897","aead3aff7037961e6558847652bbc1591f64110f",3,NA,NA,3
"898","af2204da5514e67430e221c1d858a31cd0a6400e",686,605,638,1929
"899","af388e1e5464cee85e1c6c8233272cc68325aa15",55,NA,NA,55
"900","afb9b85defc6fe5c3f48681480eff4d96ab723c7",2,NA,NA,2
"901","afdd2d59d3b9ffcdbb589f38b24ccbc6ec4f5423",460,225,356,1041
"902","afdfadd420af8a174c67f227ae492ca37bc28c5d",3,NA,NA,3
"903","aff8a2d80cb6602e0e5006f882e703a163fc3c16",10,125,NA,135
"904","affcfa63309486ddfeb6dbddb82201f7acad2ed3",6,NA,NA,6
"905","b032c7c0874f4bf88ac83799db6e22a3671a9548",94,199,108,401
"906","b03810a4610dcf65acad97a601676e2181e8ba6c",51,NA,NA,51
"907","b0c52bd50d2f39a827d327d14ec0ddcde23f2b3e",677,650,682,2009
"908","b0ca73a5ca175315fc896841cd462fb9b33a04d8",28,59,13,100
"909","b135b247f1afd053b201fc7c434493408c5dcf69",567,481,262,1310
"910","b1498ed07732f6c10cc423e43f757dc0e914ddf7",251,190,112,553
"911","b15267169aa4619e07c581cc461c727318e8a37e",11,NA,NA,11
"912","b16b823740b268b9519845df5a6cababf87b91d2",2,NA,NA,2
"913","b21a6051974e0e8db266dea699cd55ccaf6f91c6",37,NA,NA,37
"914","b22db023ce05fb9ee759978c1bbf96289c0613a5",45,29,NA,74
"915","b2666f572da8aa3626c31b495ee97f7905a903d4",72,NA,11,83
"916","b2bc4643e75d271fedf8f25928173e359b9d10df",216,442,93,751
"917","b2d0723e921422f2cf6e955a804873220f46f182",NA,28,NA,28
"918","b2e83691a8e240b99ae212eea4f3481119f0f697",1,NA,NA,1
"919","b33a86374eb5b230a1c81bc1dd0e92dc86c87cd2",86,16,186,288
"920","b35b8887b05af2a7939eed185a0cda2eefce3be0",39,NA,NA,39
"921","b36de5460906bd9f68ad893c9e0c9011741b892f",NA,NA,41,41
"922","b396ce142783977b1ecc074d2bfeaa779e299ece",503,220,NA,723
"923","b3fdab9bed411099bce96929f2bad38d1a17d260",3,NA,NA,3
"924","b4246bd7233f08e749626eb0b7647d295f2e37b7",358,529,732,1619
"925","b449dbb7e104cc6f68d4096397b733bce74fe5c0",541,546,190,1277
"926","b44b24f15557ba72ed6c35df9e14f6b79a63f12b",4,NA,NA,4
"927","b457b98c999402bcaafcbc50238ebc5d85510b5f",387,308,123,818
"928","b4b5164f4d6e3f4a9be56abcec651e4f307daa08",11,14,NA,25
"929","b505fcd3d7225538a30ecb5c4edab3e4b4b2c6bd",3,NA,NA,3
"930","b55198bcfd8fd7cbc333e263f414c6e320523453",NA,10,NA,10
"931","b55ad857cb7cba7a2a30ce9162b84918cc9eaec2",257,459,318,1034
"932","b56dc9f71a1fdb5d34b826d29f39ceef950b2e64",NA,NA,46,46
"933","b5f2346c7c507eb71507e93b9202b6c332a72386",24,NA,NA,24
"934","b6053cab8b9347284f9e4d50946741e97c13bd29",115,70,NA,185
"935","b675e6a4582eeb4b59c434f8f5d8d0714b0b1abe",582,573,414,1569
"936","b6961328212704f571844134b57eb766396c2765",36,112,322,470
"937","b6a6528f08a0e1f3667715817bd1b31609da0e6d",4,NA,NA,4
"938","b6a6add81b3c0c558430e20f668a39790058918d",463,362,336,1161
"939","b718639f96416463c27b0dee463131ffe4d74962",30,4,NA,34
"940","b7609fb0febcebfbb70a23fa2a2d57135c168036",559,624,480,1663
"941","b76250a480383127f8406788203703b8923ceb16",370,381,525,1276
"942","b79fda68e6cf4543206fe62ccec8fa72de488635",4,NA,NA,4
"943","b7d69db25c114771689e75b02d1e5861b4a44564",645,618,609,1872
"944","b7d7b9482bbf4aa2ab584f7ca51575e6587154c9",6,3,NA,9
"945","b7fbeb6e14a4fbade5bce6353b1ef65a3422e6dc",191,NA,401,592
"946","b82253f5145945f4206de3591d739a50146587be",197,266,NA,463
"947","b83415844d646f861f4f3839c05b0dd33d56b036",105,53,2,160
"948","b851a6b5a63aac46209fdb42fc8e5f61619eebab",9,NA,NA,9
"949","b8bcf8c84a2ef4f59364cc52dbc2076507b78a99",NA,44,NA,44
"950","b8cf7ba222a75f7d007d24c912715bc13e06a06e",7,NA,NA,7
"951","b8ef1de941498a52fd463411f09b22dfe580d92f",668,479,418,1565
"952","b9123fd6020d7ce08c9c11fe2fd0750901310635",8,NA,NA,8
"953","b91f465211933e9f5c33d66d59a950c3ed3e7bdf",89,NA,NA,89
"954","b96aacc9d189d612fdf6bb0a3a53913f9a58f999",572,579,473,1624
"955","b9b6310bc17b1107269935131bd8948424456a74",24,NA,NA,24
"956","b9d55cff57b492a19f70c8367d88048159198a06",637,683,521,1841
"957","b9e6784516b5651712b4f7a92335585d2a80aa0c",665,228,96,989
"958","ba083a4eaa2ab6bce8f4f6ca0479607ac4156d08",NA,NA,36,36
"959","ba38cc5f68961456e9defe26288ee5e345cc9791",3,NA,NA,3
"960","ba3b4d054745187f4783166f76a451c18714cf96",NA,NA,262,262
"961","ba5c23080e45b2899506f8a46d3c3359b9a3a2bb",NA,11,NA,11
"962","ba7c40dbc1e901a38403ae23ce7fc3d6a72e67b0",179,NA,NA,179
"963","baa3b17a346a64bd69409ed26f14711da996d4ae",NA,NA,132,132
"964","bacc3c84803b819304c57688dfb61c94cce8ceb7",13,NA,NA,13
"965","bae2094f94250760f7a58d8c0c73612e6c87eb2e",97,NA,NA,97
"966","bb35e1261b014ae28854bee33749be3014abd759",2,NA,NA,2
"967","bb4b4ea98775420ac9e6b12fa25d54b33af99a38",402,238,400,1040
"968","bb79aa7fbee42452c7dfaf26053fa2bd1f8e18c6",45,NA,NA,45
"969","bbb949d31b22f9af2ddca2a9a26b505e2b256f52",NA,NA,156,156
"970","bbc17beec3602b1f8612e38ac90344bcb8bb9545",NA,97,43,140
"971","bbc9bace67a4487851377d2319267cc03e8959ea",83,NA,NA,83
"972","bbd2b8abf772b70d3b09f8e1ef274e6a1b6c8c3e",684,269,659,1612
"973","bc3c71dc19d09389180e0fcbdc14205e7da08a90",295,400,591,1286
"974","bcce27d0d5f7df85cb68793f528ca503daddf29c",211,NA,40,251
"975","bcfe3b7e6b498b243aa5c5ddcb81d57e0176d976",2,NA,NA,2
"976","bd2c50c1151f341a8a47a2095a4f7a2feef7904f",NA,26,70,96
"977","bd86d1c4cb2d50b06d092f026a17658c5bbbd3c1",7,NA,NA,7
"978","bd91214dc7e4047aab8bcb670351d59cefef8c45",62,136,NA,198
"979","bd92860ce8fe7bb4ef198793f18a88a2e40b0054",8,NA,NA,8
"980","be32c20ce9e21f5ab9db7c85121408c350d45662",NA,9,NA,9
"981","bee534c0588f9ef9a46074bfca9114ccb4f5f318",NA,96,NA,96
"982","bef2b009030954fb2f45263cc35ead820af6e6da",NA,25,NA,25
"983","bf5e9bb1e0b316040feec5de1382294d11de991c",2,NA,NA,2
"984","bf904b7c7b37961238f376325496c7fb67c275d8",396,656,723,1775
"985","bf9d8e5bb95edd83b3afe849a93622a7de57492a",4,NA,NA,4
"986","bfc852b3c9cea4e2371dec5a991ea966565ed51d",NA,NA,159,159
"987","bffd48dc3f7218901baf8e38f4c6f1a52191460e",408,232,NA,640
"988","bfffb70b83aa305ea467a536c0938798b1bfc298",43,NA,NA,43
"989","c008321df24d751dddfe7f58ba933bb426f4bbaf",241,567,74,882
"990","c00e08f69e44f658e28f00e67502f80be1afebe6",25,NA,NA,25
"991","c02ab582e08aaeca9d075eecd110b3ae914fbe25",378,383,405,1166
"992","c03f64ce935ac1918ee28a90473d178e85f80cc8",2,NA,NA,2
"993","c04bfbc3f42ec36472468471b3a7163f39671a33",657,505,621,1783
"994","c0806e8839994c2e83d9dc1b1a1faeaca0661f1d",5,NA,NA,5
"995","c1021927e0d508182f9fc9975619d675837d76d3",273,NA,NA,273
"996","c133116d2135b7c242cf9db5ad99668e5ffedba6",18,NA,NA,18
"997","c1333b9667f83d714ee700f0294730edb51d5469",NA,59,86,145
"998","c142dc131919492588c31e1e803a04a4613bdcd9",7,NA,NA,7
"999","c15acd7eb2cabec4fc9dfa9bb7f6cda1ebed7a57",246,491,253,990
"1000","c168608178229af4f5593e526f520e3fe86472ae",4,NA,NA,4
"1001","c17f6680b24e0e7306ccc02beb858c91e9efc7b4",544,276,228,1048
"1002","c1a687ca25c227e4ad472453df39aad813b8cd5b",NA,181,140,321
"1003","c1c3e5b6f43ab1b1eccefeb8b6b2d22bc72758e4",NA,NA,34,34
"1004","c1e763388cced9f7919c4a32a1f69270acbdeba7",50,NA,NA,50
"1005","c1efb8c56121f7c7dc9940f9ad3a76da3ba61072",644,445,343,1432
"1006","c1efd3145c820257fae2347ff5675817cfb37bca",677,529,363,1569
"1007","c1f10dfec44e7de9225883f9137cc2e65a90b7d1",7,NA,NA,7
"1008","c23e0af9e155cd83c16c579ed90b6abc2c53f752",NA,5,NA,5
"1009","c258c81dfb4f40330e11a9e9fbe9b9e2b0508723",183,NA,NA,183
"1010","c25a0b00b9df0953ca57bb3e69735b0c01f61901",NA,NA,1,1
"1011","c2763fb4768cc867f4db3d31c3ef970bbc178dad",2,NA,NA,2
"1012","c290aaea51a46d908f0465c93f3f69ff1b56b419",114,NA,NA,114
"1013","c296dc19142d27a8a0d4a738256f7423945d04b6",39,NA,NA,39
"1014","c2cd66a2ac884e61d6afc5fa5cd8e271f1482cd2",243,215,344,802
"1015","c2d5cd6534e07fa60be2c62f486d388ab1b4a510",1,NA,NA,1
"1016","c33798503f884f79588b045ca6b8d93aa26923d8",NA,NA,15,15
"1017","c36612f893a26b390538c1fe96f0f1655ea6afff",NA,NA,75,75
"1018","c3796f5a839deb113d14052599ae9112204bda69",499,426,354,1279
"1019","c3a4ec04fc9ce6e0aad6137bbba6ae7553d5669e",NA,NA,19,19
"1020","c3b12c33078b6ce2f0c8287913cd6871b9ba9c9c",512,96,NA,608
"1021","c3c959721c769aebc8c295ef57242f77d7924eb8",20,NA,NA,20
"1022","c4a3a37c4ce2cb23f36183ae3c605b6362b6b173",2,NA,NA,2
"1023","c4ab8f9643f3531288890b9b0e3e78b8e1a813d2",NA,471,639,1110
"1024","c4db34402ba417ae6cc0cf8eca1c05a59b5940bf",376,375,405,1156
"1025","c50dd81bdfafbc84b4427e5172243ff41b19af99",12,NA,NA,12
"1026","c516e5ea6651f63cdfdd803bc2cce3965c3c822d",77,NA,NA,77
"1027","c54dabda41371474f52e62bb6a476a19d82d77ae",247,NA,NA,247
"1028","c5b613084af8b64c8922bb2df990af914b882a07",1,NA,1,2
"1029","c5bcddac720fe7f1860191a94da10a47f4ef701a",403,388,NA,791
"1030","c5cdb7dc2ab3cb6e2c84e349c9f39a995dc322a8",2,NA,NA,2
"1031","c6020d12585d4a0d7b1babd840c54f37a9159aea",2,NA,NA,2
"1032","c614f744d2863a2206be1f86eb32dfaef7c2363c",NA,470,681,1151
"1033","c6359e2df290a107d3fa06fb2fe59d07120578c4",2,NA,NA,2
"1034","c6d7343a4f988fc735239b344c06f1bd7b7a8b79",344,82,NA,426
"1035","c6fe1559a92b885537ef0ed6824f27f076f5f078",NA,94,29,123
"1036","c710046f7d22c1bb863a4733efacacdefa4d68ff",310,207,NA,517
"1037","c753e71213c6654ba3af7967145b140b199011fd",NA,102,37,139
"1038","c76b8c4ba3d8e612d2a12c27eb3955ac15ea6f39",6,NA,NA,6
"1039","c7c83eaa9fe8da2f81c5fce172059af61448b3e7",414,270,515,1199
"1040","c7d82e48d6506ad99ed9656182326ef9576a14cc",NA,411,401,812
"1041","c7d8f7968457b20270b902a722e6228930883164",NA,205,23,228
"1042","c832d7d563cf347292fe882889ced0eb1b788a80",24,25,NA,49
"1043","c866568b7dc022d4d63f5303570a21014e50c96c",8,NA,NA,8
"1044","c8705dd3e5f5bce88f756219fa637cfb240e566f",3,NA,NA,3
"1045","c88c4564d5b20479e25d266e9cd6342115a7596a",252,NA,NA,252
"1046","c8b2051c37bcdedbd991151187eaacf12f5bf702",30,59,NA,89
"1047","c8d01b8601f139d0616d902f44f24cae25172c32",674,511,151,1336
"1048","c8f1ff43c331519aab03daab36b84b55edbb3e58",103,91,104,298
"1049","c9191caf2334c0592da386bfc6ff7fc06fce4e86",1,NA,NA,1
"1050","c923587da95363dff1098612bddbfc4d25b6204d",NA,28,28,56
"1051","c956a35dc203574f18ce58bc84bffb3e168da889",NA,26,NA,26
"1052","c9ce359e73fc58d171dff50208d0bd7bde1fef89",452,353,53,858
"1053","ca3ce020e1e92a3493a63391a245a2706d79eb71",107,NA,NA,107
"1054","ca4e36c29e0ff45dbdd06a7312f6e625c68630a4",3,NA,NA,3
"1055","ca99fd49b34125b73fcbf416c4c5f63199db91f5",NA,NA,13,13
"1056","cac781e6057a593d09d784ca4526fcbb96a62049",35,501,494,1030
"1057","cb04b7f0d323703dc993378fa7786b34b93862b3",1,NA,NA,1
